dates,model0,model1,model2,model3,model4,model5,model6,model7,model8,model9
2021/01/26/12:00,1.4152290065063373,0.9988578300496481,1.3880986907585249,1.1020512252172967,0.9198710169731814,0.6787450833301334,0.8965628918790441,1.2609968346953444,0.6662977210101841,1.1005031409391244
2021/01/26/13:00,1.4152290065063373,0.9988578300496481,1.3880986907585249,1.1020512252172967,0.9198710169731814,0.6787450833301334,0.8965628918790441,1.2609968346953444,0.6662977210101841,1.1005031409391244
2021/01/26/14:00,1.4152290065063373,0.9988578300496481,1.3880986907585249,1.1020512252172967,0.9198710169731814,0.6787450833301334,0.8965628918790441,1.2609968346953444,0.6662977210101841,1.1005031409391244
2021/01/26/15:00,1.653213511502012,1.1143538141662719,1.4493276086629117,1.1632801431216833,0.9810999348775682,0.7399740012345202,0.9407364461167291,1.322225752599731,0.7817937051268079,1.1446766951768095
2021/01/27/09:00,1.653213511502012,1.1143538141662719,1.4493276086629117,1.1632801431216833,0.9810999348775682,0.7399740012345202,0.9407364461167291,1.322225752599731,0.7817937051268079,1.1446766951768095
2021/01/27/10:00,1.653213511502012,1.129060103132671,1.4493276086629117,1.1632801431216833,0.9810999348775682,0.7399740012345202,0.9407364461167291,1.322225752599731,0.7817937051268079,1.1446766951768095
2021/01/27/11:00,1.653213511502012,1.129060103132671,1.3229395254774938,1.0368920599362657,0.8547118516921505,0.6135859180491025,0.8143483629313115,1.1958376694143134,0.7817937051268079,1.0182886119913919
2021/01/27/12:00,1.653213511502012,1.129060103132671,1.3229395254774938,1.0368920599362657,0.8547118516921505,0.6135859180491025,0.8143483629313115,1.1958376694143134,0.7817937051268079,1.0182886119913919
2021/01/27/13:00,1.653213511502012,1.129060103132671,1.3229395254774938,1.0368920599362657,0.8547118516921505,0.6135859180491025,0.8143483629313115,1.1958376694143134,0.7817937051268079,1.0182886119913919
2021/01/27/14:00,1.653213511502012,1.129060103132671,1.3229395254774938,1.0368920599362657,0.8547118516921505,0.6135859180491025,0.8143483629313115,1.1958376694143134,0.7817937051268079,1.0182886119913919
2021/01/27/15:00,1.8617423802323165,1.3375889718629757,1.3903740220559817,1.1043265565147533,0.9221463482706382,0.6810204146275902,0.8817828595097992,1.263272165992801,0.7817937051268079,1.0857231085698795
2021/01/28/09:00,1.8617423802323165,1.3375889718629757,1.3903740220559817,1.1043265565147533,0.9221463482706382,0.6810204146275902,0.8817828595097992,1.263272165992801,0.7817937051268079,1.0857231085698795
2021/01/28/10:00,1.7322733237249461,1.2081199153556055,1.2609049655486113,0.9748575000073831,0.792677291763268,0.5515513581202199,0.752313803002429,1.1338031094854308,0.7817937051268079,0.9562540520625092
2021/01/28/11:00,1.7322733237249461,1.2081199153556055,1.2609049655486113,0.9748575000073831,0.792677291763268,0.5515513581202199,0.752313803002429,1.1338031094854308,0.7817937051268079,0.9562540520625092
2021/01/28/12:00,1.7322733237249461,1.2081199153556055,1.2609049655486113,0.9748575000073831,0.792677291763268,0.5515513581202199,0.752313803002429,1.1338031094854308,0.7817937051268079,0.9562540520625092
2021/01/28/13:00,1.7322733237249461,1.2081199153556055,1.2609049655486113,0.9748575000073831,0.9361018686151219,0.5515513581202199,0.752313803002429,1.1338031094854308,0.7817937051268079,0.9562540520625092
2021/01/28/14:00,1.7322733237249461,1.2081199153556055,1.2609049655486113,1.0872704640970121,0.9361018686151219,0.5515513581202199,0.752313803002429,1.1338031094854308,0.7817937051268079,0.9562540520625092
2021/01/28/15:00,1.8819002231292448,1.3577468147599039,1.41053186495291,1.0492861303984422,0.9291291476787769,0.7011782575245185,0.9019407024067275,1.2834300088897295,0.7872252571671629,1.1058809514668078
2021/01/29/09:00,1.8819002231292448,1.3577468147599039,1.41053186495291,1.0492861303984422,0.9291291476787769,0.7011782575245185,0.9019407024067275,1.2834300088897295,0.7872252571671629,1.1058809514668078
2021/01/29/10:00,1.7524369811248324,1.2282835727554915,1.2810686229484975,0.9198228883940299,0.9291291476787769,0.5717150155201061,0.7724774604023151,1.153966766885317,0.6577620151627505,0.9764177094623954
2021/01/29/11:00,1.7524369811248324,1.2282835727554915,1.2810686229484975,0.9198228883940299,0.9291291476787769,0.5717150155201061,0.7724774604023151,1.153966766885317,0.6577620151627505,0.9764177094623954
2021/01/29/12:00,1.7524369811248324,1.2282835727554915,1.2810686229484975,0.9198228883940299,0.9291291476787769,0.5717150155201061,0.7724774604023151,1.153966766885317,0.6577620151627505,0.9764177094623954
2021/01/29/13:00,1.7524369811248324,1.2282835727554915,1.2810686229484975,0.9198228883940299,0.9291291476787769,0.5717150155201061,0.7724774604023151,1.153966766885317,0.6577620151627505,0.9764177094623954
2021/01/29/14:00,1.7524369811248324,1.2282835727554915,1.2810686229484975,0.9198228883940299,0.9291291476787769,0.5717150155201061,0.7724774604023151,1.153966766885317,0.6577620151627505,0.9764177094623954
2021/01/29/15:00,2.0292217263794594,1.5050683180101183,1.5578533682031244,1.1966076336486569,1.2059138929334037,0.8484997607747329,1.049262205656942,1.430751512139944,0.9019865206900366,1.2532024547170222
2021/02/01/09:00,2.0292217263794594,1.5050683180101183,1.5578533682031244,1.1966076336486569,1.2059138929334037,0.8484997607747329,1.049262205656942,1.430751512139944,0.9019865206900366,1.2532024547170222
2021/02/01/10:00,2.0292217263794594,1.5050683180101183,1.5578533682031244,1.1966076336486569,1.2059138929334037,0.8484997607747329,1.049262205656942,1.430751512139944,0.9019865206900366,1.2532024547170222
2021/02/01/11:00,2.0292217263794594,1.5050683180101183,1.5578533682031244,1.1966076336486569,1.2059138929334037,0.8484997607747329,1.049262205656942,1.430751512139944,0.9019865206900366,1.2532024547170222
2021/02/01/12:00,2.0292217263794594,1.5050683180101183,1.5578533682031244,1.1966076336486569,1.2059138929334037,0.8484997607747329,1.049262205656942,1.430751512139944,0.9019865206900366,1.2532024547170222
