dates,model0,model1,model2,model3,model4
2024/05/22/10:00,0.46038251566001176,0.3061498940758751,-0.05387665554083054,0.7084431134073992,0.6860956060536771
2024/05/22/11:00,0.46038251566001176,0.3061498940758751,-0.08351473031259782,0.6788050386356317,0.6564575312819096
2024/05/22/12:00,0.4017862161461959,0.3061498940758751,-0.06590748784540312,0.6964122811028264,0.6740647737491043
2024/05/22/13:00,0.4017862161461959,0.3061498940758751,-0.06590748784540312,0.6964122811028264,0.6740647737491043
2024/05/22/14:00,0.4017862161461959,0.3061498940758751,-0.05744504899944225,0.6964122811028264,0.6740647737491043
2024/05/22/15:00,0.4017862161461959,0.3008954932711556,-0.05507878011980072,0.7018264520750437,0.6794789447213216
2024/05/23/09:00,0.4017862161461959,0.3008954932711556,-0.05507878011980072,0.7018264520750437,0.6794789447213216
2024/05/23/10:00,0.4017862161461959,0.3008954932711556,-0.05507878011980072,0.7018264520750437,0.6794789447213216
2024/05/23/11:00,0.3431911511438336,0.24230042826879317,-0.11367384512216305,0.6432307469556313,0.6208838797189593
2024/05/23/12:00,0.3431911511438336,0.24230042826879317,-0.11367384512216305,0.6432307469556313,0.6208838797189593
2024/05/23/13:00,0.3431911511438336,0.24230042826879317,-0.11367384512216305,0.6432307469556313,0.6208838797189593
2024/05/23/14:00,0.3431911511438336,0.24230042826879317,-0.11367384512216305,0.6432307469556313,0.6208838797189593
2024/05/23/15:00,0.3431911511438336,0.24230042826879317,-0.11367384512216305,0.6432307469556313,0.6208838797189593
2024/05/24/09:00,0.3431911511438336,0.24230042826879317,-0.11367384512216305,0.6432307469556313,0.6208838797189593
2024/05/24/10:00,0.3431911511438336,0.24230042826879317,-0.11367384512216305,0.6432307469556313,0.6208838797189593
2024/05/24/11:00,0.3431911511438336,0.24230042826879317,-0.11367384512216305,0.6432307469556313,0.6208838797189593
2024/05/24/12:00,0.3431911511438336,0.24230042826879317,-0.11367384512216305,0.6432307469556313,0.6208838797189593
2024/05/24/13:00,0.3431911511438336,0.24230042826879317,-0.11367384512216305,0.6432307469556313,0.6208838797189593
2024/05/24/14:00,0.3431911511438336,0.24230042826879317,-0.11367384512216305,0.6432307469556313,0.6208838797189593
2024/05/24/15:00,0.35014088671452837,0.24925016383948806,-0.10672410955146816,0.6501804825263262,0.6278336152896541
2024/05/27/09:00,0.35014088671452837,0.24925016383948806,-0.10672410955146816,0.6501804825263262,0.6278336152896541
2024/05/27/10:00,0.35014088671452837,0.24925016383948806,-0.10672410955146816,0.6501804825263262,0.6278336152896541
2024/05/27/11:00,0.35014088671452837,0.24925016383948806,-0.10672410955146816,0.6501804825263262,0.6278336152896541
2024/05/27/12:00,0.35014088671452837,0.24925016383948806,-0.10672410955146816,0.6501804825263262,0.6278336152896541
2024/05/27/13:00,0.35014088671452837,0.24925016383948806,-0.10672410955146816,0.6501804825263262,0.6278336152896541
2024/05/27/14:00,0.35014088671452837,0.24925016383948806,-0.10672410955146816,0.6501804825263262,0.6278336152896541
2024/05/27/15:00,0.4607227683538371,0.1373151662018255,-0.21865910718913084,0.5382454848886635,0.5158986176519915
2024/05/28/09:00,0.4607227683538371,0.1373151662018255,-0.21865910718913084,0.5382454848886635,0.5158986176519915
2024/05/28/10:00,0.4607227683538371,0.1373151662018255,-0.21865910718913084,0.5382454848886635,0.5158986176519915
2024/05/28/11:00,0.4607227683538371,0.1373151662018255,-0.21865910718913084,0.5382454848886635,0.5158986176519915
2024/05/28/12:00,0.4607227683538371,0.1373151662018255,-0.24220073765870231,0.5382454848886635,0.49235698718241994
2024/05/28/13:00,0.4607227683538371,0.1373151662018255,-0.2383096032798453,0.5382454848886635,0.49235698718241994
2024/05/28/14:00,0.4607227683538371,0.1373151662018255,-0.2383096032798453,0.5382454848886635,0.4749115266791656
2024/05/28/15:00,0.4859518692941984,0.11072526785851033,-0.2374667367747314,0.5116555865453485,0.4544177983021678
2024/05/29/09:00,0.4859518692941984,0.11072526785851033,-0.2374667367747314,0.5116555865453485,0.4544177983021678
2024/05/29/10:00,0.4859518692941984,0.11072526785851033,-0.2374667367747314,0.5116555865453485,0.4544177983021678
2024/05/29/11:00,0.4859518692941984,0.11072526785851033,-0.2374667367747314,0.5116555865453485,0.4544177983021678
2024/05/29/12:00,0.4859518692941984,0.11072526785851033,-0.2374667367747314,0.5116555865453485,0.4544177983021678
2024/05/29/13:00,0.4859518692941984,0.11072526785851033,-0.2374667367747314,0.5116555865453485,0.4544177983021678
2024/05/29/14:00,0.4859518692941984,0.11072526785851033,-0.2374667367747314,0.5116555865453485,0.4544177983021678
2024/05/29/15:00,0.5492919086156751,0.18320956212946382,-0.16498244250377803,0.5841398808163019,0.5269020925731213
2024/05/30/09:00,0.5492919086156751,0.18320956212946382,-0.16498244250377803,0.5841398808163019,0.5269020925731213
2024/05/30/10:00,0.5492919086156751,0.18320956212946382,-0.16498244250377803,0.5841398808163019,0.5269020925731213
2024/05/30/11:00,0.5492919086156751,0.18320956212946382,-0.16498244250377803,0.5841398808163019,0.5269020925731213
2024/05/30/12:00,0.5492919086156751,0.18320956212946382,-0.16498244250377803,0.5841398808163019,0.5269020925731213
2024/05/30/13:00,0.5492919086156751,0.18320956212946382,-0.16498244250377803,0.5841398808163019,0.5269020925731213
2024/05/30/14:00,0.5492919086156751,0.18320956212946382,-0.16498244250377803,0.5841398808163019,0.5269020925731213
2024/05/30/15:00,0.5821623458765828,0.21607999939037148,-0.13211200524287037,0.6429190404340603,0.5856812521908796
2024/05/31/09:00,0.5821623458765828,0.21607999939037148,-0.13211200524287037,0.6429190404340603,0.5856812521908796
2024/05/31/10:00,0.5821623458765828,0.21607999939037148,-0.13211200524287037,0.6429190404340603,0.5856812521908796
2024/05/31/11:00,0.5821623458765828,0.21607999939037148,-0.13211200524287037,0.6429190404340603,0.5856812521908796
2024/05/31/12:00,0.5821623458765828,0.21607999939037148,-0.13211200524287037,0.6429190404340603,0.5856812521908796
2024/05/31/13:00,0.5821623458765828,0.21607999939037148,-0.13211200524287037,0.6429190404340603,0.5856812521908796
2024/05/31/14:00,0.5821623458765828,0.21607999939037148,-0.13211200524287037,0.6429190404340603,0.5856812521908796
2024/05/31/15:00,0.6119847895996253,0.24590244311341414,-0.1022895615198276,0.672741484157103,0.6155036959139223
2024/06/03/09:00,0.6119847895996253,0.24590244311341414,-0.1022895615198276,0.672741484157103,0.6155036959139223
2024/06/03/10:00,0.6119847895996253,0.24590244311341414,-0.1022895615198276,0.672741484157103,0.6155036959139223
2024/06/03/11:00,0.6119847895996253,0.24590244311341414,-0.1022895615198276,0.672741484157103,0.6155036959139223
2024/06/03/12:00,0.6119847895996253,0.24590244311341414,-0.1022895615198276,0.672741484157103,0.6155036959139223
2024/06/03/13:00,0.6119847895996253,0.24590244311341414,-0.1022895615198276,0.672741484157103,0.6155036959139223
2024/06/03/14:00,0.6119847895996253,0.2208470120250624,-0.1022895615198276,0.672741484157103,0.5904482648255706
2024/06/03/15:00,0.5899774434944332,0.217129456052922,-0.12734517549876534,0.672741484157103,0.5867307088534301
2024/06/04/09:00,0.5899774434944332,0.217129456052922,-0.12734517549876534,0.672741484157103,0.5867307088534301
2024/06/04/10:00,0.5899774434944332,0.217129456052922,-0.12734517549876534,0.672741484157103,0.5867307088534301
2024/06/04/11:00,0.5899774434944332,0.19207914590097008,-0.12734517549876534,0.6705518113788422,0.5867307088534301
2024/06/04/12:00,0.5899774434944332,0.18836543063113131,-0.12734517549876534,0.6668380961090035,0.5867307088534301
2024/06/04/13:00,0.5899774434944332,0.17855517961380374,-0.12734517549876534,0.6570278450916759,0.5799685428192605
2024/06/04/14:00,0.5899774434944332,0.14436024873120534,-0.12734517549876534,0.6228329142090774,0.5457736119366621
2024/06/04/15:00,0.58474087452182,0.1360755947754344,-0.1325817444713786,0.6145482602533066,0.537488957980891
2024/06/05/09:00,0.58474087452182,0.1360755947754344,-0.1325817444713786,0.6145482602533066,0.537488957980891
2024/06/05/10:00,0.58474087452182,0.1360755947754344,-0.1881182082819044,0.6145482602533066,0.537488957980891
2024/06/05/11:00,0.58474087452182,0.1360755947754344,-0.20707765229452457,0.6145482602533066,0.537488957980891
2024/06/05/12:00,0.58474087452182,0.1360755947754344,-0.2290853641808881,0.6145482602533066,0.537488957980891
2024/06/05/13:00,0.58474087452182,0.1360755947754344,-0.2290853641808881,0.6145482602533066,0.537488957980891
2024/06/05/14:00,0.58474087452182,0.1360755947754344,-0.2290853641808881,0.6145482602533066,0.537488957980891
2024/06/05/15:00,0.6297945071860787,0.18112922743969295,-0.24194882111777494,0.6596018929175651,0.5825425906451497
2024/06/07/09:00,0.6297945071860787,0.18112922743969295,-0.24194882111777494,0.6596018929175651,0.5825425906451497
2024/06/07/10:00,0.5712009967536948,0.12253571700730914,-0.30054233155015875,0.6010083824851813,0.5239490802127658
2024/06/07/11:00,0.5712009967536948,0.12253571700730914,-0.30054233155015875,0.6010083824851813,0.5239490802127658
2024/06/07/12:00,0.5712009967536948,0.12253571700730914,-0.30054233155015875,0.6010083824851813,0.5239490802127658
2024/06/07/13:00,0.5712009967536948,0.12253571700730914,-0.30054233155015875,0.6010083824851813,0.5239490802127658
2024/06/07/14:00,0.5712009967536948,0.12253571700730914,-0.30054233155015875,0.6010083824851813,0.5239490802127658
2024/06/07/15:00,0.5712009967536948,0.12253571700730914,-0.30054233155015875,0.6010083824851813,0.5239490802127658
